Save,Message,Type,User Status,銷售文件類型,訂單,物料,物料說明,項目數量,收貨數量,基本開始日期,基本完成日期,上線日,系統料齊日,料齊日(生管),TEST上線日,逾期代碼,逾期說明,工單備註
,,MO,ZRTC,93E1,93E122060262,93-F0089-303E,EMP-300 (i3-1115G4E),7,7,2022-04-15 00:00:00,2022-07-08 00:00:00,2022-06-29 00:00:00,2022-06-29 00:00:00,2022-06-09 00:00:00,,3.外單位前置作業未如期完成,(產品)DEV-0042612 DEV-0041148 SOP待變更務法生產,"DEV-0042612 DEV-0041148,2021/07/30(FSRR-0000469),59-66046-301E"
,,MO,ZRTC,93N1,93N122040564,93-99797-1050,FORTIGATE-3960E,7,7,2022-05-13 00:00:00,2022-06-09 00:00:00,2022-05-25 00:00:00,2022-05-30 00:00:00,2022-05-23 00:00:00,,,,DEV-0042479 2022/04/13
,,MO,ZRTC,93N1,93N122040565,93-99797-1050,FORTIGATE-3960E,7,7,2022-03-17 00:00:00,2022-05-06 00:00:00,2022-04-21 00:00:00,,2022-04-19 00:00:00,,,,"DEV-0041909,2022/04/13"
,,MO,ZRTC,93N1,93N122030646,AG-M9505A-CFG002,M9505A-CFG002,7,7,2022-03-03 00:00:00,2022-04-19 00:00:00,2022-04-14 00:00:00,2022-04-12 00:00:00,2022-03-30 00:00:00,,3.外單位前置作業未如期完成,(製具)dummy module測具異常,DEV-0041853
,,MO,ZRTC,93N1,93N122040681,AG-M9505A-CFG002,M9505A-CFG002,7,7,2022-03-03 00:00:00,2022-04-25 00:00:00,2022-04-18 00:00:00,2022-04-14 00:00:00,2022-03-30 00:00:00,,3.外單位前置作業未如期完成,(製具)dummy module測具異常,DEV-0041853
,,MO,ZRTC,93N1,93N122020055,93-99797-0040,FORTIGATE-3980E,7,7,2022-01-12 00:00:00,2022-12-30 00:00:00,2022-03-03 00:00:00,,2022-02-11 00:00:00,,2.產品品質異常,"(產線)Fail*1,待換板卡*3",DEV-0041739 2022/02/09
,,MO,ZRTC,93N1,93N122030509,93-99797-1040,FORTIGATE-3960E,7,7,2022-03-03 00:00:00,2022-03-28 00:00:00,2022-03-11 00:00:00,,2022-03-04 00:00:00,,3.外單位前置作業未如期完成,(產品)待BIOS程是更新影響生產時間,"DEV-0041526,2022/03/09"
,,MO,ZRTC,93E1,93E122030241,93-41045-D42E,Dell Embedded Gateway EGW-5200-YW8GJ,7,7,2022-02-16 00:00:00,2022-03-08 00:00:00,2022-03-01 00:00:00,2022-02-24 00:00:00,2022-02-24 00:00:00,,,,"DEV-0041292,2022/03/10,85E122010219(176)2/24,old"
,,MO,ZRTC,93E1,93E122020047,93-41050-AD1E,Dell Embedded Gateway EGW-3200-2M7NN,7,7,2021-12-28 00:00:00,2022-02-08 00:00:00,2022-02-07 00:00:00,2022-01-22 00:00:00,2022-01-13 00:00:00,,,,"DEV-0040146,2022/02/07(FSRR-0001048),59-44835-A20E+55-49072-000E"
,,MO,ZRTC,93E1,93E121110062,93-70431-A02E,PXES-2785,7,7,2021-11-24 00:00:00,2022-01-18 00:00:00,2021-12-14 00:00:00,,2021-11-24 00:00:00,,6.其他,(產線)打疫苗請假延後排程,DEV-0039642
,,MO,ZRTC,93N1,93N121090454,93-51041-3420,NEON-1020/M4G/SSD32G/32bits WS7E,7,7,2021-09-30 00:00:00,2021-11-17 00:00:00,2021-10-25 00:00:00,2021-10-20 00:00:00,2021-10-08 00:00:00,,2.產品品質異常,(維修)不良品，分析中,DEV-0039610
,,MO,ZRTC,93E1,93E121090274,93-41050-A00E,Dell Embedded Gateway EGW-3200-XH0YG,7,7,2021-08-23 00:00:00,2021-10-15 00:00:00,2021-09-18 00:00:00,,2021-09-09 00:00:00,,,,"DEV-0039294+DEV-0039171,2021/09/10(FSRR-0000531),59-44835-A20E押9/9+55-49072-000E庫存"
,,MO,ZRTC,93E1,93E121060107,AG-M9019-60130,M9019-60130,7,7,2021-07-10 00:00:00,2021-07-20 00:00:00,2021-07-12 00:00:00,,2021-07-13 00:00:00,,,,DEV-0037980
,,MO,ZRTC,93N1,93N121050351,IPC-00001-305,W43B-M43-i3.4M64G-A750-F076P,7,7,2021-05-03 00:00:00,2021-06-15 00:00:00,2021-06-10 00:00:00,2021-06-22 00:00:00,,,,,DEV-0037910 4/8(9301-2021030201)
,,MO,ZRTC,93R1,93R121050056,AG-M9043-60210,M9043-60210,7,7,2021-05-03 00:00:00,2021-06-30 00:00:00,2021-06-25 00:00:00,2021-05-31 00:00:00,,,,,"DEV-0037837,2021/3/26-->2021/1/8,Keysight-PX(old)(9302-2021030025)"
,,MO,ZRTC,93R1,93R123030004,CPC-00000-202,cPCIS-2629CS/C3CST/3544D/4T,7,7,2023-03-28 00:00:00,2023-03-31 00:00:00,2023-03-28 00:00:00,,2023-03-27 00:00:00,,,,環測回廠重測
,,MO,ZRTC,93N1,93N123010065,AG-M9505-64800,aTCA-F5AX POWER SUPPLY UNIT,7,7,2022-11-30 00:00:00,2022-12-09 00:00:00,2022-11-30 00:00:00,2022-11-29 00:00:00,2022-11-24 00:00:00,,,,無自製板卡
,,MO,ZRTC,93R1,93R122020052,93-P1100-4020,"SP-12WP-AL3930, 2GB, w/ IO, 12V",7,7,2022-03-08 00:00:00,2022-05-20 00:00:00,2022-05-11 00:00:00,2022-05-13 00:00:00,2022-05-13 00:00:00,,,"版次進階,59-A1021-0020缺1(59N122050298)","版次進階,59-A1021-0020缺1(59N122050298)"
,,MO,ZRTC,93N1,93N122040693,93-41045-3020-10,MVP-5103/M4G,7,7,2022-03-17 00:00:00,2022-05-06 00:00:00,2022-04-30 00:00:00,2022-04-27 00:00:00,2022-04-25 00:00:00,,,,"生產領用當SOP電腦轉入AN34 DEV-0041569 DELL擴線,上海板卡59-44833-3010"
,,MO,ZRTC,93E1,93E124040039,93-43401-040E,HPERC-KBLMC-100XN-3-MSI,7,7,2024-04-02 00:00:00,2024-04-18 00:00:00,2024-04-02 00:00:00,2024-04-18 00:00:00,2024-03-27 00:00:00,,1.維修,2PCS氣密不良檢修中(4/11->4/18),"未N+4,59-49064-0010+59-7C003-0030"
,,MO,ZRTC,93N1,93N122100129,IPC-0030P-0005,RK609W-M45/WO AUDIO_I0005,7,7,2022-06-17 00:00:00,2022-07-12 00:00:00,2022-07-05 00:00:00,2022-07-06 00:00:00,2022-06-30 00:00:00,,,,"外購,2022/10/25"
,,MO,ZRTC,93R1,93R121050023,IPC-100N5-U005,RK410W-13E4-E43-i3.4M16G-A500-F106P,7,7,2021-05-03 00:00:00,2021-05-05 00:00:00,2021-05-04 00:00:00,2021-05-06 00:00:00,,,,,9301-2021030192
,,MO,ZRTC,93E1,93E125050299,93-P1500-230E,"SP2-10WP-IMX8-8GB,32GB,12V,rear cover",7,7,2025-05-29 00:00:00,2025-06-10 00:00:00,2025-05-29 00:00:00,2025-06-05 00:00:00,2025-05-28 00:00:00,,2.生產異常,測試程式測項USB30跳出 FAIL,"7/17,59-A1033-1210"
,,MO,ZRTC,93N1,93N124070296,93-P7000-B310,IM-215H,7,7,2024-07-15 00:00:00,2024-07-17 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-11 00:00:00,,,,6/5入單(客需:7/5)，59-AA500-0010 S
,,MO,ZRTC,93N1,93N125060472,93-45103-0320,DLAP-211-Orin NX 8GB,7,7,2025-06-19 00:00:00,2025-06-24 00:00:00,2025-06-19 00:00:00,,2025-06-11 00:00:00,,,,"6/2*PD-Y*6/13,[9V-45103-0000]收單:2025/05/23,59-77B05-0060"
,,MO,ZRTC,93N1,93N121050391,TPC-41036-0590,TPC-41036-0590(MVP-6012),7,7,2021-05-18 00:00:00,2021-06-02 00:00:00,2021-05-21 00:00:00,,,,,,6/2
,,MO,ZRTC,93N1,93N121050393,TPC-41037-0420,TPC-41037-0420(MXE-5502),7,7,2021-05-18 00:00:00,2021-06-11 00:00:00,2021-06-05 00:00:00,,,,,,6/2
Save,,MO,ZRTC,93E1,93E124070080,93-F0114-002E,Verint Edge NVR w/24 ports,8,7,2024-07-24 00:00:00,2024-11-25 00:00:00,2024-07-24 00:00:00,2024-12-30 00:00:00,2024-07-23 00:00:00,,2.生產異常,"5C-56002-0010製損(7/30>11/25),颱風假影響","5C-56002-0010製損,lily"
,,MO,ZRTC,93N1,93N124090352,93-41051-4020,AVA-3510-Gen1,7,7,2024-09-25 00:00:00,2024-10-04 00:00:00,2024-09-25 00:00:00,2024-09-25 00:00:00,2024-09-12 00:00:00,,2.生產異常,59-44836-0030不良缺*1,59-7C002-0010
,,MO,ZRTC,93E1,93E125020117,93-88002-400E,cPCIS-5080C,7,7,2025-04-08 00:00:00,2025-04-11 00:00:00,2025-04-08 00:00:00,2025-04-09 00:00:00,2025-04-07 00:00:00,,,,56-34507-2010拔MO料件，交期調整為4/24 ETA
,,MO,ZRTC,93N1,93N124050064,93-SH201-1020,Image System PC Sku8 11514001,7,7,2024-06-13 00:00:00,2024-06-25 00:00:00,2024-06-13 00:00:00,2024-06-12 00:00:00,2024-06-12 00:00:00,,6.客需變更,5/23->6/27 維修*3 6/18->6/25,5/23->6/27，A2058(28連)+A2059(4連)+58-99574-0020(上海)+59-7C003-1030(2連)+59-A2056(3連)+59-A2057，燒機*14/天，系統*25
,,MO,ZRTC,93N1,93N121050381,IPC-00001-302,RK608W-M43-i3.4M64G-A750-F076P,7,7,2021-05-12 00:00:00,2021-06-08 00:00:00,2021-06-06 00:00:00,2021-06-07 00:00:00,,,,,4/8 9301-2021030187 9301-2021030223 DEV-0037725
,,MO,ZRTC,93N1,93N121050135,IPC-1160C-0055,RK610W-M342-i3.4M16G-A600-W7E6P,7,7,2021-04-08 00:00:00,2021-05-14 00:00:00,2021-05-11 00:00:00,2021-05-12 00:00:00,,,,,4/22(9301-2021040136)
,,MO,ZRTC,93E1,93E124040247,93-D1300-112E,MLC-133-AL EIZO,7,7,2024-07-10 00:00:00,2024-07-30 00:00:00,2024-07-10 00:00:00,2024-07-19 00:00:00,2024-07-09 00:00:00,,2.生產異常,"功能已測試PASS,最後出貨序號異常 29-92133-3020_背面變黃(7/17->7/24)",3/29入單，客需:4/25，85-A1021-7710
,,MO,ZRTC,93E1,93E124050194,IPC-00001-39B0,RK620W-13E2_I39B0,7,7,2024-05-21 00:00:00,2024-05-30 00:00:00,2024-05-21 00:00:00,,2024-05-20 00:00:00,,,,"2024/06/12,91-46709-0040(5/6)"
,,MO,ZRTC,93E1,93E124040326,9B-99B00-104E,AADP-2FAN Barebone,7,7,2024-05-20 00:00:00,2024-05-22 00:00:00,2024-05-20 00:00:00,2024-05-17 00:00:00,2024-05-17 00:00:00,,9.其它,生管調整,"2024/04/22+2024/05/13,59-77106-0030+59-77106-0030+59-73102-1040+85-73102-903E+9B"
,,MO,ZRTC,93N1,93N122110263,93-99797-1050,FORTIGATE-3960E,7,7,2022-11-09 00:00:00,2022-12-08 00:00:00,2022-11-09 00:00:00,,2022-11-07 00:00:00,,1.維修,不良品返回，需跑QA Mode SFC *3次(預計11/23 結束)，,20230110>2022/11/03
,,MO,ZRTC,93E1,93E123110193,TPC-41040-0670,TPC-41040-0670 (MXE-211),7,7,2023-11-24 00:00:00,2023-11-29 00:00:00,2023-11-24 00:00:00,2023-11-30 00:00:00,2023-11-23 00:00:00,,,,"2023/12/15,93-41040-0270-20"
,,MO,ZRTC,93E1,93E123120031,IPC-101N5-T005,RK410CW-13E2-E43_IT005,7,7,2023-11-10 00:00:00,2023-11-16 00:00:00,2023-11-10 00:00:00,2023-11-09 00:00:00,2023-11-08 00:00:00,,,,"2023/12/14,91-41809-0070+91-46709-0040"
,,MO,ZRTC,93E1,93E123110203,IPC-1170K-0002,RK620W-M43H_I0002,7,7,2023-11-08 00:00:00,2023-11-14 00:00:00,2023-11-08 00:00:00,2023-11-07 00:00:00,2023-11-07 00:00:00,,,,"2023/12/06,外購"
,,MO,ZRTC,93E1,93E123110231,IPC-100N5-T043,RK410W-13E2-E43_IT043,7,7,2023-11-02 00:00:00,2023-11-09 00:00:00,2023-11-02 00:00:00,2023-11-08 00:00:00,2023-10-31 00:00:00,,,,"2023/11/28,91-41809-0080+91-46709-0040"
,,MO,ZRTC,93E1,93E123070133,APC-KT004-0110,PKX-SP2-KL-15-i5-8_Pure Panel PC,7,7,2023-06-19 00:00:00,2023-06-27 00:00:00,2023-06-19 00:00:00,,2023-06-16 00:00:00,,,,"2023/08/07,93-P1200-6B0E"
,,MO,ZRTC,93E1,93E123070145,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-03 00:00:00,2023-11-14 00:00:00,2023-11-03 00:00:00,2023-11-01 00:00:00,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123100509,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-06 00:00:00,2023-11-14 00:00:00,2023-11-06 00:00:00,,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123100510,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-07 00:00:00,2023-11-15 00:00:00,2023-11-07 00:00:00,,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123100511,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-08 00:00:00,2023-11-15 00:00:00,2023-11-08 00:00:00,2023-11-07 00:00:00,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123100512,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-09 00:00:00,2023-11-15 00:00:00,2023-11-09 00:00:00,2023-11-07 00:00:00,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123100513,TPC-41037-051S,TPC-41037-051S(MXE-5501),7,7,2023-11-10 00:00:00,2023-11-15 00:00:00,2023-11-10 00:00:00,2023-11-09 00:00:00,2023-11-01 00:00:00,,,,"2023/08/03,93-41037-0360"
,,MO,ZRTC,93E1,93E123050117,IPC-101N6-T000,RK410-FS-CW-13E2-E43/WRE_T000,7,7,2023-04-27 00:00:00,2023-05-02 00:00:00,2023-04-27 00:00:00,2023-04-26 00:00:00,2023-04-19 00:00:00,,,,"2023/05/22,91-41809-0410(OK)+91-46709-0040"
,,MO,ZRTC,93E1,93E123040112,IPC-100N5-U026,RK410W-13E4-E43_IU026,7,7,2023-03-10 00:00:00,2023-03-16 00:00:00,2023-03-10 00:00:00,2023-03-09 00:00:00,2023-03-09 00:00:00,,,,"2023/04/28(Forecast-5/2->3/1),91-41809-0060(3/22)+91-46703-0050(3/10)"
,,MO,ZRTC,93N1,93N123010263,93-99797-1050,FORTIGATE-3960E,7,7,2023-01-09 00:00:00,2023-01-16 00:00:00,2023-01-09 00:00:00,,2023-01-06 00:00:00,,1.維修,缺85-65508-1050*2 板卡維修,2023/04/01>2023/01/06
,,MO,ZRTC,93N1,93N123010318,93-99797-1050,FORTIGATE-3960E,7,7,2023-02-06 00:00:00,2023-05-09 00:00:00,2023-02-06 00:00:00,,2023-01-19 00:00:00,,1.維修,1/31 85-65508-1050 AN31*3  維修中 只能投5台,2023/04/01>2023/01/06
,,MO,ZRTC,93E1,93E123030199,IPC-1170L-0007,RK620W-M45_I0007,7,7,2023-03-02 00:00:00,2023-03-08 00:00:00,2023-03-02 00:00:00,2023-03-01 00:00:00,2023-03-01 00:00:00,,,,"2023/03/08,外購"
,,MO,ZRTC,93E1,93E123080326,93-F0030-B05E,FG-6500F-GEN2,7,7,2023-09-06 00:00:00,2023-09-11 00:00:00,2023-09-06 00:00:00,2023-09-06 00:00:00,2023-09-04 00:00:00,,,,2023/01/11>2023/07/07>2023/10/11>2023/09/08
,,MO,ZRTC,93N1,93N123010211,93-99797-1050,FORTIGATE-3960E,7,7,2022-12-23 00:00:00,2022-12-28 00:00:00,2022-12-23 00:00:00,,2022-12-08 00:00:00,,,,2023/01/06>2022/12/02
,,MO,ZRTC,93E1,93E122110118,TPC-41045-0230,TPC-41045-0230(MVP-5102),7,7,2022-12-16 00:00:00,2022-12-27 00:00:00,2022-12-16 00:00:00,2022-12-19 00:00:00,2022-12-15 00:00:00,,,,"2022/12/30->2022/11/21,93-41045-2120Z"
,,MO,ZRTC,93E1,93E122120078,IPC-1170H-0001,RK620W-M43_I0001,7,7,2022-11-22 00:00:00,2022-11-28 00:00:00,2022-11-22 00:00:00,2022-11-21 00:00:00,2022-11-18 00:00:00,,,,2022/12/14，91-44702-10A0
,,MO,ZRTC,93E1,93E123020381,SRP-04001-0040,DCS-6402AT,7,7,2023-05-15 00:00:00,2023-06-19 00:00:00,2023-05-15 00:00:00,2023-05-13 00:00:00,2023-05-12 00:00:00,,9.其它,"31-50209-0000-A0*1不良,無庫存","2022/12/07,31-50209-0000-A0送回廠維修"
,,MO,ZRTC,93E1,93E122120099,TPC-41045-0250,TPC-41045-0250(MVP-5102),7,7,2022-12-16 00:00:00,2022-12-23 00:00:00,2022-12-16 00:00:00,2022-12-19 00:00:00,2022-12-15 00:00:00,,,,"2022/12/06,93-41045-2210Z"
,,MO,ZRTC,93E1,93E122120100,TPC-41045-0250,TPC-41045-0250(MVP-5102),7,7,2023-01-13 00:00:00,2023-01-19 00:00:00,2023-01-13 00:00:00,,2023-01-12 00:00:00,,,,"2022/12/06,93-41045-2210Z"
,,MO,ZRTC,93N1,93N122110064,93-70801-003,cPCIS-2501/AC,7,7,2022-11-02 00:00:00,2022-11-14 00:00:00,2022-11-02 00:00:00,2022-11-01 00:00:00,2022-11-01 00:00:00,,,,2022/11/08
,,MO,ZRTC,93N1,93N122080073,IPC-0030Q-0001,RK609W-M45H/WO AUDIO_I0001,7,7,2022-06-22 00:00:00,2022-07-12 00:00:00,2022-06-28 00:00:00,2022-06-27 00:00:00,2022-06-23 00:00:00,,,,"2022/08/10->2022/07/13,外購"
,,MO,ZRTC,93N1,93N122080072,IPC-0030H-0003,RK609W-M43/WRE_I0003,7,7,2022-06-14 00:00:00,2022-06-28 00:00:00,2022-06-15 00:00:00,2022-06-14 00:00:00,2022-06-13 00:00:00,,,,2022/08/08-->2022/7/13，91-44702-9030 6/10*27(其餘18無交期)
,,MO,ZRTC,93N1,93N123020203,IPC-0030H-0003,RK609W-M43/WRE_I0003,7,7,2023-01-12 00:00:00,2023-01-17 00:00:00,2023-01-12 00:00:00,2023-01-11 00:00:00,2023-01-11 00:00:00,,,,2022/08/08-->2022/7/13，91-44702-9030 6/10*27(其餘18無交期)
,,MO,ZRTC,93N1,93N122070325,TPC-41044-0070,TPC-41044-0070(MVP-6121-1E),7,7,2022-06-23 00:00:00,2022-07-20 00:00:00,2022-07-02 00:00:00,2022-06-30 00:00:00,2022-06-23 00:00:00,,,,2022/07/14，93-41044-2120-20 6/17
,,MO,ZRTC,93N1,93N122060085,93-70430-0160,PXES-2301/CN,7,7,2022-05-18 00:00:00,2022-06-15 00:00:00,2022-06-09 00:00:00,2022-06-09 00:00:00,2022-06-07 00:00:00,,,,2022/06/09
,,MO,ZRTC,93N1,93N122050281,93-41037-0040-10,MXE-5501,7,7,2022-05-09 00:00:00,2022-06-15 00:00:00,2022-06-07 00:00:00,2022-06-06 00:00:00,2022-06-06 00:00:00,,,,"2022/06/07*2+2022/06/14*5,上海:58-99444-0010(2022/06/06)+58-99485-0010(改領用掛RCI的59-44822-0050庫存)"
,,MO,ZRTC,93N1,93N122060440,IPC-100N5-T039,RK410W-13E2-E43_IT039,7,7,2022-05-14 00:00:00,2022-06-02 00:00:00,2022-05-22 00:00:00,2022-05-20 00:00:00,2022-05-17 00:00:00,,,,"2022/06/07,91-46709-0040+91-41809-0060"
,,MO,ZRTC,93N1,93N122050251,IPC-100N5-T036,RK410W-13E2-E43_IT036,7,7,2022-04-15 00:00:00,2022-04-22 00:00:00,2022-04-12 00:00:00,2022-04-11 00:00:00,2022-04-11 00:00:00,,,,"2022/05/09,91-41809-0060+91-46709-0040"
,,MO,ZRTC,93N1,93N122040579,IPC-0030M-0002,RK609W-M45H_I0002,7,7,2022-04-06 00:00:00,2022-05-05 00:00:00,2022-04-19 00:00:00,2022-04-28 00:00:00,2022-04-15 00:00:00,,3.外單位前置作業未如期完成,(業務)查核表有誤,"2022/04/27,外購"
,,MO,ZRTC,93N1,93N122030653,IPC-1170H-0005,RK620W-M43_I0005,7,7,2022-04-22 00:00:00,2022-06-06 00:00:00,2022-05-16 00:00:00,2022-05-13 00:00:00,2022-05-13 00:00:00,,,,"2022/03/31,91-44702-10A0 S"
,,MO,ZRTC,93E1,93E122050473,93-45103-504E,DLAP-211-NanoS,7,7,2022-05-06 00:00:00,2022-06-15 00:00:00,2022-06-08 00:00:00,2022-06-07 00:00:00,2022-05-31 00:00:00,,,,"2022/03/14,59-77B05-104E+55-79421-001E"
,,MO,ZRTC,93E1,93E122030040,93-80212-601E,cPCIS-6230R/64/N110/NCD,7,7,2022-03-08 00:00:00,2022-03-16 00:00:00,2022-03-11 00:00:00,2022-03-10 00:00:00,2022-03-09 00:00:00,,,,2022/03/03*3+2022/03/31*4
,,MO,ZRTC,93N1,93N122020382,IPC-117N5-U009,RK620W-13E4-E43_IU009,7,7,2022-01-19 00:00:00,2022-04-26 00:00:00,2022-04-22 00:00:00,2022-04-21 00:00:00,2022-04-15 00:00:00,,,,"2022/02/08,91-41809-0060+91-46703-0040"
,,MO,ZRTC,93N1,93N121120422,TPC-41045-0030,TPC-41045-0030(MVP-5102),7,7,2021-12-14 00:00:00,2022-02-14 00:00:00,2022-02-08 00:00:00,,,,2.產品品質異常,(維修)已完成入庫*4，不良*1，,"2022/02/07,93-41045-2210"
,,MO,ZRTC,93N1,93N121100684,TPC-41041-0240,TPC-41041-0240(MXE-1501),7,7,2021-12-20 00:00:00,2022-01-26 00:00:00,2022-01-20 00:00:00,2022-01-19 00:00:00,,,,,2022/01/20
,,MO,ZRTC,93R1,93R121050028,93-D0501-B020,IMT-BT-FOR IM-R2,7,7,2021-05-03 00:00:00,2021-05-04 00:00:00,2021-05-05 00:00:00,2021-05-06 00:00:00,,,,,"2021/6/29->2021/1/14 ,AATI,Create MO(9301-2021020132)"
,,MO,ZRTC,93N1,93N121070044,93-70423-5210,PXIS-2719A/EU,7,7,2021-05-03 00:00:00,2021-07-23 00:00:00,2021-07-01 00:00:00,2021-06-29 00:00:00,2021-06-01 00:00:00,,,,"2021/5/21,JYTEK(9301-2021050132)"
,,MO,ZRTC,93N1,93N121060053,93-70428-0060,PXES-2590,7,7,2021-05-03 00:00:00,2021-06-30 00:00:00,2021-06-06 00:00:00,2021-06-04 00:00:00,2021-05-07 00:00:00,,,,"2021/4/30,JYTEK(9301-2021050150)"
,,MO,ZRTC,93N1,93N121120461,TPC-41041-048S,TPC-41041-048S(MXE-1501),7,7,2021-11-30 00:00:00,2021-11-30 00:00:00,2021-11-26 00:00:00,2021-11-25 00:00:00,,,,,2021/12/20
,,MO,ZRTC,93E1,93E121100007,93-80212-601E,cPCIS-6230R/64/N110/NCD,7,7,2021-10-05 00:00:00,2021-10-27 00:00:00,2021-10-25 00:00:00,2021-10-25 00:00:00,2021-10-14 00:00:00,,,,2021/10/26->2021/09/23
,,MO,ZRTC,93N1,93N121060249,93-99797-1040,FORTIGATE-3960E,7,7,2021-05-28 00:00:00,2021-06-28 00:00:00,2021-06-23 00:00:00,2021-06-23 00:00:00,2021-06-21 00:00:00,,,,2021/09/01>2021/06/22
,,MO,ZRTC,93E1,93E121080010,93-F0030-B13E,FG-6501F-GEN2,7,7,2021-06-17 00:00:00,2021-09-22 00:00:00,2021-09-14 00:00:00,,2021-09-06 00:00:00,,,,"2021/08/09,(搬遷)"
,,MO,ZRTC,93N1,93N121070441,93-99797-0040,FORTIGATE-3980E,7,7,2021-06-16 00:00:00,2021-09-27 00:00:00,2021-09-17 00:00:00,,2021-09-03 00:00:00,,,,2021/07/12
,,MO,ZRTC,93N1,93N121060138,93-99797-1040,FORTIGATE-3960E,7,7,2021-05-27 00:00:00,2021-06-23 00:00:00,2021-06-09 00:00:00,,2021-06-04 00:00:00,,,,2021/06/22
,,MO,ZRTC,93E1,93E121060066,93-F0030-B03E,FG-6500F-GEN2,7,7,2021-05-27 00:00:00,2021-06-24 00:00:00,2021-06-28 00:00:00,,2021-06-11 00:00:00,,,,"2021/06/01>6/22,(NO FCST),(9302-2021060005)"
,,MO,ZRTC,93N1,93N124030231,93-41050-AF20,Dell Embedded Gateway EGW-3200-0YDF77,7,7,2024-02-27 00:00:00,2024-03-08 00:00:00,2024-02-27 00:00:00,,2024-02-19 00:00:00,,3.材料跳票,59-44835-AG30*1PCS維修(尾單),2/21，59-44835-AG30+49072
,,MO,ZRTC,93N1,93N124090128,93-P1400-6010,"SP2-15WP-EHL-J6412,4GB, w/ IO, 12V",7,7,2024-11-20 00:00:00,2024-11-26 00:00:00,2024-11-20 00:00:00,2024-11-19 00:00:00,2024-11-19 00:00:00,,6.客需變更,,"11/20 FCST,59-A1031-1110 S"
,,MO,ZRTC,93E1,93E124120422,93-SHT01-002E,Triton S3 CCP,7,7,2025-04-17 00:00:00,2025-05-07 00:00:00,2025-04-17 00:00:00,2025-04-24 00:00:00,2025-04-16 00:00:00,,3.材料跳票,5C-29018-0010(20250506)L,1+N，#8837-Agnes，59-A2054-0010 S+55-A2060 S+55-A2061 S
,,MO,ZRTC,93N1,93N124030338,93-70428-B010,CMX09A,7,7,2024-03-11 00:00:00,2024-03-13 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,2024-03-08 00:00:00,,,,1/2:PD-->3/5
,,MO,ZRTC,93N1,93N124010203,93-63007-0190,U2356-66001,7,7,2024-02-23 00:00:00,2024-02-26 00:00:00,2024-02-23 00:00:00,,2024-02-20 00:00:00,,,,1/2:PD-->1/22
,,MO,ZRTC,93N1,93N123040440,93-P2100-2A10,STC2-10WP-E3950-AL,7,7,2023-04-14 00:00:00,2023-04-20 00:00:00,2023-04-14 00:00:00,,2023-04-10 00:00:00,,9.其它,FCST無訂單需求暫緩排線,"#8874,2023/04/06 FCST*9，59-A1021-6040與6A0E共用"
,,MO,ZRTC,93E1,93E125060072,93-P1600-B00E,"SP2-21WP-MTL-125H,8GB,128GB,12V,IO",7,7,2025-07-02 00:00:00,2025-07-08 00:00:00,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-26 00:00:00,,2.生產異常,燒機產能12台/天,#8837-Agnes，59-A1035-001E
,,MO,ZRTC,93N1,93N121070063,93-99797-0040,FORTIGATE-3980E,7,7,2021-06-14 00:00:00,2021-09-28 00:00:00,2021-09-06 00:00:00,,2021-08-30 00:00:00,,,(維修)網路功能異常,"[需領發85N121070065 所產的 MB Card],(保留遷廠驗證)2021/07/12"
,,MO,ZRTC,93N1,93N124020330,93-41052-2110,MVP-5209/M64G,7,7,2024-02-06 00:00:00,2024-02-16 00:00:00,2024-02-06 00:00:00,2024-02-05 00:00:00,2024-02-05 00:00:00,,,,"[不用1+N][1/10上海轉單回台北],SH:91-44838-3020"
,,MO,ZRTC,93N1,93N124090182,93-45103-4220,DLAP-211-Orin NXS 16GB,7,7,2024-07-11 00:00:00,2024-07-17 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,2024-07-10 00:00:00,,,,"[9V-45103-1000]收單:2024/07/08,55-79421-0010+59-77B05-1030"
,,MO,ZRTC,93E1,93E124060127,93-F0109-010E,EVP-1000-E4_SKU 2_IPC System,7,7,2024-07-04 00:00:00,2024-07-15 00:00:00,2024-07-04 00:00:00,2024-07-09 00:00:00,2024-06-27 00:00:00,,,,"[1+N][掃貨][FSRR-0003740],Erica,55-66604-0110+55-66945-0110+59-66053-0110"
